,Accuracy,Precision,Recall,F1,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q99.900,0.40457329812676146,0.15749940590498332,0.8985233768137183,0.268018645725746,132979,262353,5539,49045,0.4076805448128095,0.1612648499341424,0.9241352777370658,0.2746093962654473,132979,262353,4141,50443
Q99.910,0.4115457107548965,0.15908449447679607,0.8983768137183057,0.2703036416603965,136124,259208,5547,49037,0.4146707385378604,0.16290275180768027,0.9241352777370658,0.27698052081760405,136124,259208,4141,50443
Q99.920,0.418451444269597,0.16067542410655758,0.8981386486882603,0.2725857390685468,139244,256088,5560,49024,0.4201784333075507,0.16280742360791006,0.9123735893302066,0.2763091826572309,139244,256088,4783,49801
Q99.930,0.4293823735986273,0.1632852945291731,0.8979554448189946,0.2763235783266339,144172,251160,5570,49014,0.4311315890077259,0.16547326730041434,0.9123735893302066,0.2801389416248295,144172,251160,4783,49801
Q99.940,0.45390917415695375,0.16947821725670603,0.8976439982412429,0.2851240511043414,155224,240108,5587,48997,0.45569617439699855,0.1717814900537755,0.9123735893302066,0.2891263392870102,155224,240108,4783,49801
Q99.950,0.469316494634554,0.17274171366432478,0.890535688113733,0.28935564808724307,162544,232788,5975,48609,0.47196587807501844,0.17623120503628945,0.9123735893302066,0.2954032499636685,162544,232788,4783,49801
Q99.960,0.48367250775700354,0.17453887513368593,0.8730397185988568,0.2909173046164365,169958,225374,6930,47654,0.4884445096417998,0.18097937676024348,0.9123735893302066,0.3020448266764516,169958,225374,4783,49801
Q99.970,0.4975973292792432,0.17664032589630915,0.8579437197713615,0.29296306838620073,177047,218285,7754,46830,0.504200784146374,0.1857650157039159,0.9123735893302066,0.3086806954473611,177047,218285,4783,49801
Q99.980,0.5230909769823701,0.18013875282403982,0.8253334310420636,0.2957307766789532,190297,205035,9534,45050,0.532034868731052,0.19312184928514928,0.8990546680345889,0.3179469570090672,190297,205035,5510,49074
Q99.990,0.5727535806683914,0.1917762819048643,0.7844789681958083,0.30820722293199937,214871,180461,11764,42820,0.5866539531823718,0.21379746008234038,0.8990546680345889,0.34544680222019647,214871,180461,5510,49074
Q100.000,0.9456476320024182,0.944710119258472,0.5863073428110802,0.7235586705855753,393459,1873,22581,32003,0.962012909076361,0.9545818278813745,0.7212003517514289,0.8216398985629755,393459,1873,15218,39366
Qbest,0.9482103325954178,0.922526270293633,0.6256595339293566,0.7456306016178509,392464,2868,20433,34151,0.9604259461766196,0.9325414559567211,0.7263483804777957,0.8166304493352146,392464,2868,14937,39647
