,tau,Accuracy,Precision,Recall,F1,ROC_AUC,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q99.000,4.342496109008796,0.9868543018454538,0.05743424584004294,0.4798206278026906,0.10258868648130393,,140425,1756,116,107,0.9868753686694194,0.05894962486602358,0.49327354260089684,0.10531354715174723,140425,1756,113,110
Q99.100,4.706657453536999,0.9879146653183899,0.05837264150943396,0.4439461883408072,0.10317873892652424,,140584,1597,124,99,0.9879357321423555,0.06003531489111242,0.45739910313901344,0.10613943808532776,140584,1597,121,102
Q99.200,5.064342563629146,0.9887292491783939,0.05931122448979592,0.4170403587443946,0.10385259631490788,,140706,1475,130,93,0.9887573382770147,0.06170483460559797,0.4349775784753363,0.10807799442896937,140706,1475,126,97
Q99.300,5.545552494049037,0.9897966349259852,0.060714285714285714,0.3811659192825112,0.10474430067775724,,140866,1315,138,85,0.9898247240246061,0.0633903133903134,0.3991031390134529,0.10940381069452983,140866,1315,134,89
Q99.400,6.145455215453945,0.9909693547934046,0.06398687448728466,0.34977578475336324,0.10818307905686546,,141040,1141,145,78,0.9909974438920255,0.06704824202780049,0.36771300448430494,0.11341632088520055,141040,1141,141,82
Q99.500,6.844173007011332,0.9921561192101346,0.06262230919765166,0.28699551569506726,0.10281124497991968,,141223,958,159,64,0.9921842083087554,0.06627680311890838,0.30493273542600896,0.1088871096877502,141223,958,155,68
Q99.600,7.78644630432127,0.9932305272323811,0.06462984723854288,0.24663677130044842,0.10242085661080075,,141385,796,168,55,0.993258616331002,0.06900584795321638,0.2645739910313901,0.10946196660482373,141385,796,164,59
Q99.700,9.360205757141092,0.9944313361984214,0.06818181818181818,0.20179372197309417,0.10192525481313704,,141566,615,178,45,0.9944664475716974,0.07518796992481203,0.2242152466367713,0.11261261261261263,141566,615,173,50
Q99.800,11.575624816894358,0.9954987219460127,0.07346938775510205,0.16143497757847533,0.10098176718092566,,141727,454,187,36,0.995540855593944,0.0846774193548387,0.18834080717488788,0.1168289290681502,141727,454,181,42
Q99.900,16.843642013549648,0.9968399764051572,0.11262798634812286,0.14798206278026907,0.12790697674418605,,141921,260,190,33,0.9968821100530884,0.13043478260869565,0.17488789237668162,0.14942528735632185,141921,260,184,39
Q100.000,123.56021118164062,0.9982795427094745,0.0,0.0,0.0,,142159,22,223,0,0.9982795427094745,0.0,0.0,0.0,142159,22,223,0
Q_off_f1_best,22.099267959594727,0.9973526024549872,0.13679245283018868,0.13004484304932734,0.13333333333333336,0.9388535039480876,141998,183,194,29,0.9973736692789529,0.14883720930232558,0.14349775784753363,0.14611872146118723,141998,183,191,32
