,tau,Accuracy,Precision,Recall,F1,ROC_AUC,tn,fp,fn,tp,Accuracy_PA,Precision_PA,Recall_PA,F1_PA,tn_PA,fp_PA,fn_PA,tp_PA
Q99.900,16.843642013549648,0.9968399764051572,0.11262798634812286,0.14798206278026907,0.12790697674418605,,141921,260,190,33,0.9968821100530884,0.13043478260869565,0.17488789237668162,0.14942528735632185,141921,260,184,39
Q99.910,17.459129741668637,0.9969172214263644,0.11428571428571428,0.14349775784753363,0.1272365805168986,,141933,248,191,32,0.9969593550742957,0.13286713286713286,0.17040358744394618,0.14931237721021612,141933,248,185,38
Q99.920,18.320219812011658,0.9970436223701581,0.12213740458015267,0.14349775784753363,0.13195876288659794,,141951,230,191,32,0.9970857560180894,0.1417910447761194,0.17040358744394618,0.15478615071283094,141951,230,185,38
Q99.930,20.458319673537737,0.9972613128844695,0.13852813852813853,0.14349775784753363,0.1409691629955947,,141982,199,191,32,0.9973034465324008,0.16033755274261605,0.17040358744394618,0.16521739130434784,141982,199,185,38
Q99.940,22.103023851776,0.9973526024549872,0.13679245283018868,0.13004484304932734,0.13333333333333336,,141998,183,194,29,0.9973736692789529,0.14883720930232558,0.14349775784753363,0.14611872146118723,141998,183,191,32
Q99.950,25.228180450439375,0.9975983820679194,0.15606936416184972,0.1210762331838565,0.13636363636363638,,142035,146,196,27,0.997619448891885,0.17045454545454544,0.13452914798206278,0.15037593984962405,142035,146,193,30
Q99.960,27.327824279785105,0.9976896716384371,0.16455696202531644,0.11659192825112108,0.13648293963254593,,142049,132,197,26,0.997717760737058,0.18518518518518517,0.13452914798206278,0.15584415584415584,142049,132,193,30
Q99.970,31.28913082923852,0.9978160725822308,0.15625,0.08968609865470852,0.11396011396011396,,142073,108,203,20,0.9978441616808517,0.18181818181818182,0.10762331838565023,0.1352112676056338,142073,108,199,24
Q99.980,39.12325698242181,0.9979565180753349,0.16666666666666666,0.07623318385650224,0.10461538461538462,,142096,85,206,17,0.9979635403499901,0.17475728155339806,0.08071748878923767,0.11042944785276074,142096,85,205,18
Q99.990,44.7547422355651,0.998026740821887,0.17777777777777778,0.07174887892376682,0.10223642172523961,,142107,74,207,16,0.9980337630965422,0.18681318681318682,0.07623318385650224,0.10828025477707005,142107,74,206,17
Q100.000,123.56021118059842,0.9982795427094745,0.0,0.0,0.0,,142159,22,223,0,0.9982795427094745,0.0,0.0,0.0,142159,22,223,0
Q_off_f1_best,22.099267959594727,0.9973526024549872,0.13679245283018868,0.13004484304932734,0.13333333333333336,0.9388535039480876,141998,183,194,29,0.9973736692789529,0.14883720930232558,0.14349775784753363,0.14611872146118723,141998,183,191,32
